Channel Name,Description,Video Link,Video ID,Audio File Name,Original Language,Facts,Theme,Keywords
"Krishi 
  Jagran",Hydroponic Farming: जानिये कैसे बिना मिट्टी के भी कर सकते है खेती । Organic Farming | Kisan,https://www.youtube.com/watch?v=U1noxjOMYSY,U1noxjOMYSY,U1noxjOMYSY.mp3,hindi,"Hydroponic farming is a soil-less cultivation method using sand and pebbles with water, suitable for small planted crops including capsicum, peas, chillies, strawberries, blackberries, blueberries, taro, melon, pineapple, celery, basil, carrot, turnip, cucumber, radish, and potato. This agricultural technology allows farming without the need for soil, with plants growing in nutrient-rich water. It notably does not require climate control, operating within a temperature range of 15-30 degrees Celsius and humidity levels of 80-85 percent. In hydroponic systems, plants are placed in holes with their roots submerged in nutrient solutions that are maintained within pipes or containers.
  
  Implementing hydroponic farming on 100 square parts costs approximately 50,000 to 60,000 rupees and can lead to significant water savings, specifically up to 90% compared to traditional farming methods. This farming technique provides protection for plants from various weather conditions, animals, and other biotic and abiotic factors. Hydroponic farming is gaining traction as an efficient and resource-saving cultivation practice, particularly suitable for use in limited spaces.","Hydroponic farming enables cultivation without soil, saving water and offering resilience against environmental factors.","hydroponic farming, soilless cultivation, modern agriculture, nutrient-rich water, 15-30 degree temperature, 80-85 percent humidity, small planted crops, water savings, not affected by weather, cost-efficient"
"Krishi 
  Jagran","Uttar Pradesh के किसानों को मिली केले के खेती करके बंपर पैदावार, जबरदस्त मुनाफा | Banana Farming",https://www.youtube.com/watch?v=qBH1Ym6eYJs,qBH1Ym6eYJs,qBH1Ym6eYJs.mp3,hindi,"Bananas hold significant nutritional value and cultural importance; recognized as a key fruit in improving health and integral to Hindu rituals, where both the fruit and leaves are indispensable. Originally cultivated in a region now part of modern-day Malaysia, bananas currently see India as their largest producer. Unique among fruits, bananas lack seeds and develop from the root of the tree. 
  
  The shift from traditional farming to banana cultivation is evident, with an increasing number of farmers adopting this practice due to its lucrative returns. Enhanced earning potentials in certain regions are attributed to the favorable climatic conditions for banana growth, contributing to high yields and profitable market prices. Farmers transitioning from crops like paddy and wheat to bananas have reported a substantial positive impact on their economics. The profitability extends beyond the first year of cultivation, with notable increases in earnings witnessed over subsequent years.
  
  Substantial investments in banana cultivation, marked by costs for one acre of land, are outweighed by the significant revenue generated annually, indicating higher profitability compared to traditional crops. Government subsidies and advanced scientific agricultural methods are proving instrumental in this agricultural shift, further incentivizing farmers and bolstering the local economy. The success stories from the farming community highlight not only the monetary benefits but also a sense of satisfaction from the transformation in their livelihoods.","Shift from traditional farming to banana cultivation is enhancing farmers' incomes due to its high profitability, cultural importance, and government support.","banana cultivation, traditional farming, earnings increase, health benefits, religious significance, commercial cultivation, government subsidy, advanced scientific farming, profitability, crop yield"
"Krishi 
  Jagran",ऐसे करें गन्ने के साथ बैंगन की खेती और हो जाएं मालामाल | Sugarcane Farming | Brinjal Farm,https://www.youtube.com/watch?v=j45wbLkVyyM,j45wbLkVyyM,j45wbLkVyyM.mp3,hindi,"A farmer welcomes viewers to an agricultural program featuring the cultivation of sugarcane and brinjal. During the monsoon season, sugarcane has already been planted and most of it has germinated, with a small percentage of germination still expected. The field contains three varieties of sugarcane, designated as 13-235, 15-023, and 0-118, all grown for seed production. Prior crops in the field have included sugarcane, chillies, potatoes, gram, mustard, and coriander, with plans to continue with a similar crop rotation.
  
  The sugarcane planting method involves a ring fit and a single line configuration, with one foot spacing between both lines and plants. Brinjal plants are spaced two feet apart. Ongoing field cleansing processes sometimes are interrupted by rain. A reduced seed quantity is needed for monsoon sowing, leading to good yield and 8-10 buds per sugarcane plant. This planting strategy allows for efficient irrigation from a single water source for three different crops.
  
  To make use of the available space, potatoes will be planted on the ridges constructed on both sides of the sugarcane. The configuration allows for a good yield without the need for soil mounding at the base of the sugarcane, as the seed can be engaged in two shapes: round dough and long dough. Following plowing, soil adjacent to the sugarcane rows is designated for potato planting, while the vacant line between the sugarcane rows is reserved for mustard black rye.
  
  The choice to maintain cleanliness in the field offers benefits such as grass growth, which can strengthen the farm and assist with manure utilization. Crop management includes activities like weeding, and a crop rotation approach can cover farm costs while generating additional income. Sugarcane is intended for sale as seed, with involvement from a sugar mill and a district official for its inauguration.
  
  A prior video showed seed cutting, and an update mentions that germination has occurred with brinjal plants beginning to fruit. An equal growth height for all plants is maintained. The presentation concludes with gratitude for viewership.",Efficient and innovative farming practices lead to productive crop yields and sustainable agriculture.,"sugarcane cultivation, brinjal, monsoon sowing, germination, seed varieties, crop rotation, irrigation, ploughing, soil management, agricultural practices"
"Krishi 
  Jagran",किसानों को मिलेगा NSC के बीजों से फ़ायदा | NSC FARM | Hissar,https://www.youtube.com/watch?v=GymaZa-Hk9A,GymaZa-Hk9A,GymaZa-Hk9A.mp3,hindi,"Established in 1968, the farm operates as a departmental entity under the Ministry of Agriculture. It has garnered the local farmers' trust as a reliable source of seed supply. Since partnering with the National Seeds Corporation, its activities include testing cereal, wheat, and barley varieties, as well as producing bider seeds for pulses. Foundation seeds constitute approximately 90% of its production, with seed performance being the primary goal. An accompanying processing plant is set up in a nearby location, occupying 2400 hectares. Overall, the farm covers 1750 hectares in one season and 1200 hectares in another. The production process is not without its challenges, including those faced during processing. There is also engagement in Naden production and the distribution of informational brochures. The establishment prioritizes quality assurance for farmers over profit generation. Noteworthy are its unique mustard varieties, which stand apart from those available in the private sector. The affiliated National Ghost Corporation, under the Ministry of Agriculture, is dedicated to the farmers' welfare and their economic development. Farmers are advised to source seeds from the National Seed Corporation and other government entities to enhance their agricultural practices.",Promoting the importance of government-provided agricultural resources and support for farmers' economic growth.,"foundation seeds, Mukhetta Beej Farm, National Seeds Corporation, cereal, wheat, barley, seed performance, pulses bider seeds, agricultural welfare, seed processing plant"
"Krishi 
  Jagran","Kiwi Farming : कीवी की खेती करने का क्या है सही समय, देखे इस Video में Full Details | Kiwi Orchard",https://www.youtube.com/watch?v=gFCj_g8ySbo,gFCj_g8ySbo,gFCj_g8ySbo.mp3,hindi,"A team associated with kiwi cultivation learning visited a site where the Elison variety of kiwi is being successfully grown. The location they visited has a significant yield of kiwi fruit currently. The farming practices employed for kiwi cultivation have been done well, with a complete support system implemented for the crop.
  
  Kiwi is identified as an appropriate and suitable crop for mountainous regions due to its adaptability to the climate and terrain. The harvesting season for kiwi coincides with the lean period of winter around December, which is traditionally off-season for other crops. The fruit possesses a long shelf life, which provides farmers with a reliable source of income during a time when few other agricultural opportunities are available.
  
  Cultivation of kiwi is on the rise, with a trend towards larger-scale production. However, accessing quality planting material is a challenge for farmers, although efforts are made by departments and research institutes to supply them with various varieties of viable kiwi plants. These varieties include Brono, Haveward, Monty, and Allison, and are being promoted and adopted by local farmers.
  
  The cultivation of kiwi, especially for those in the Himalayan region, is recommended as a means to enhance their economic condition. The advice to farmers in these areas is to consider incorporating kiwi into their agricultural practices as a potentially profitable endeavor.","Kiwi cultivation offers a prosperous agricultural opportunity for farmers during the off-season in mountainous regions, with varieties that support local economies and adapt well to the environment.","kiwi cultivation, Elison variety, bumper cropping, farming, support system, mountain agriculture, harvest period, December, shelf life, livelihood, quality planting material, Department of Horticulture, research institutes, Brono, Haveward, Monty, Himalayan region"
"Krishi 
  Jagran",Plum farming | आलूबुखारा की खेती | Plum ki kheti | Plum varieties | Plum farming full detail,https://www.youtube.com/watch?v=fwADo5ptlcg,fwADo5ptlcg,fwADo5ptlcg.mp3,hindi,"Plum cultivation is advantageous for farmers in hilly regions due to its profitability. Optimal growth for plums occurs at altitudes ranging from approximately 1000 to 1800 meters. Various plum varieties are cultivated, such as Sarsoma, St. Rosa, Red Bute, Prune, and Prior. These varieties offer good fruit quality, with the St. Rosa variety being highlighted for its shiny fruit and market value.
  
  Plum trees exhibit favorable growth when specific agricultural practices are applied. For instance, during winter, a particular type of cutting mat is used, and appropriate training and pruning can enhance the fruit's size and shine. When the fruit acquires a slight blackish hue, it signifies full ripeness.
  
  Inter-cropping is possible beneath plum trees. For example, farmers can grow potatoes as an intercrop among the plum orchards, leveraging the space for multiple crops. In a given farm, it is common to find several hundred trees planted, often consisting of different plum varieties to diversify the crop. These trees are usually planted in winter to align with the ideal growing season.
  
  Further exploration of stone fruits will be continued in a subsequent installment of the series.","Plum cultivation is lucrative and well-suited for certain high-elevation regions, with various cultivars offering benefits like ease of care and potential for intercropping.","stone fruits, plum, Himalayan areas, altitude, variety, Sarsoma, St. Rosa, Red Bute, Prune, Prior, intercrop potato, agriculture, horticulture, pruning, training, crop yield, economic benefit"
"Krishi 
  Jagran",Apricot Benefits : जानिए! Apricoat के क्या-क्या है फायदे ? | Health Benefits of Apricot | Dried Seed,https://www.youtube.com/watch?v=OeB5Upuvfrg,OeB5Upuvfrg,OeB5Upuvfrg.mp3,hindi,"In a region characterized by beautiful plains, there is a particular focus on a local tree known by various names, including Aparikot in English, Khomani in Hindi, and Chulu in the local Gadwali language. This tree produces a fruit called Bhasal Chulu, commonly known as apricot, which is culturally significant and utilized in various forms.
  
  The apricot fruit has a peel that is traditionally removed to reveal the fruit inside. This fruit is versatile, allowing for the creation of juice, chutney, and pickle, besides being consumed directly as fresh fruit.
  
  Apart from these uses, the apricot kernel is extracted for its oil, referred to as Chulo oil. This oil is recognized for its therapeutic properties, such as strengthening hair and alleviating joint pain. The oil extraction involves manually breaking the kernel, and the resulting apricot oil is sold commercially. The oil commands a price range depending on the volume.
  
  The process of harvesting and utilizing the fruit also includes separating other byproducts such as the peel, which can be further processed to make squash and chutney. The abundance of these trees and their yield is an integral part of the regionÃ¢â‚¬â„¢s ecosystem and culture. The region is also involved in selling the oil and other apricot-derived products for consumption. The natural scenery and agrarian lifestyle form part of the regional identity, with traditional practices deeply embedded in the utilization of local resources.",The text highlights the cultivation and uses of apricot and its oil in a traditional setting.,"Uttarakhand, Sindar plains, Aparikot, Khomani, Chulu, Apricot, Bhasal Chulu, Apricot oil, Traditional uses, Agriculture products"
"Krishi 
  Jagran",गेंहू की DBW187 किस्म की बुवाई से बढ़ जाती है उत्पादन क्षमता | Wheat Crop | Kewal Krishna | FTJ Video,https://www.youtube.com/watch?v=f98Tx6A_u9s,f98Tx6A_u9s,f98Tx6A_u9s.mp3,hindi,"Krishan Parmar Village is known for its agricultural activities which include the cultivation of a wheat variety identified by the code CD Double Ju 187. The wheat variety is claimed to be of high quality, with a growth capacity that was expected to yield 60 quintals. The crop has a growth height of 106 centimeters and a maturation period of 120 days. This specific wheat variety is noted for its resistance to yellow rust, a common plant disease. It's mentioned as suitable for those seeking to improve their agricultural efficiency.
  
  Furthermore, a new seed variety with the code 3086 was cultivated, characterized by its moderate height. Yield expectations for this variety weren't provided, but the crop's care involved strategic irrigation methods. The farm used a precise combination of inputs including canal churiya and skimming techniques to enhance crop productivity while addressing agricultural nuances like water management, and the use of canals. Despite rigorous care, there was slight evidence of yellow rust in the crops, suggesting that while the farming practices are effective, they aren't entirely foolproof against plant diseases. The focused approach to farming in this region reflects an effort to optimize crop performance and sustainability.","Advocating for the adoption of a high-yielding wheat variety that resists yellow rust and matures quickly, promising enhanced agricultural productivity.","wheat variety, crop maturity, 60 quintals, 106 centimeters, 120 days, disease resistance, yellow rust, agricultural performance, CD Double Ju 187, moderate height production, 3086 code, irrigation, cultivator feedback, agricultural innovation"
"Krishi 
  Jagran",Information & Benefits of Saffron Farming II केसर की खेती की जानकारी और फायदें,https://www.youtube.com/watch?v=gkNm5EnRpSQ,gkNm5EnRpSQ,gkNm5EnRpSQ.mp3,hindi,"Saffron cultivation is known for being profitable and is generally associated with hilly areas, particularly in regions like Kashmir. However, its cultivation has seen success in other areas as well, with reports of farmers profiting from it in various locations. A particular farmer's experience highlights the cultivation of American saffron, which has proven profitable despite initial challenges.
  
  This farmer began growing saffron as a result of its recognized health benefits and market demand, inspired by another local who had previously cultivated it successfully. Initially starting with a small number of pods, the yield included both saffron and seeds, which the farmer plans to scale up for future growth. Yield from this cultivation can be quite lucrative, with the market prices for saffron being high, alongside the sale of its seeds.
  
  Saffron products, including flowers, roots, and stems, are valuable and can be sold for good prices, offering farmers a considerable income compared to traditional crops. The cultivation requires precise knowledge of planting times, usually around when temperatures reach 30 degrees Celsius. The growing process involves specific watering intervals and protecting the plants from various threats like birds and excess water, mirroring the care given to tea leaf gardens. 
  
  Despite the high potential for profits, a significant barrier remains in the lack of market awareness and consumer knowledge about saffron, its uses, and benefits. Efforts are being made to educate potential buyers and pre-book the product, assisting in creating a market for future large-scale cultivation and sales.",Saffron cultivation holds the potential for substantial profits for farmers who can meet its specific environmental needs and successfully navigate market challenges.,"saffron cultivation, high demand, American saffron, profitable farming, marketing challenges, international prices, comprehensive information, sowing temperature, watering intervals, multi-use crop"
"Krishi 
  Jagran",Noipam Agro Producer Company Limited के CEO ने बताई बैंगन की खेती करने की तकनीक | Virender Singh,https://www.youtube.com/watch?v=LOmdHN95ILI,LOmdHN95ILI,LOmdHN95ILI.mp3,hindi,"The narrative focuses on agricultural practices and the implementation of technologies to enhance farmer income and crop productivity. A yellow tray, known as a one-key yellow tray, is utilized to attract and trap insects, serving as a pest control device in agricultural areas. The efficacy of this method has shown mixed results, with successful implementation in some cases.
  
  Efforts are made to diversify farming techniques and increase farmer revenue, including expanding arable land. The strategic plan is to double or triple the monthly income of farmers. As part of this diversification, there's a shift towards incorporating millet cultivation, aiming for better yields in the following seasons. Additionally, marketing strategies intend to guarantee profitable returns.
  
  The text mentions a demonstration and funding, where there appears to be no external funding except for the support from a cooperative. There's a goal to conduct multiple cultivation trials as part of an agricultural development plan. 
  
  Profitability assessments for farmers are underway, focusing on understanding and managing taxes and profits from agricultural activities. The community appears to be collaborative, with various entities and individuals involved in these agricultural endeavors.
  
  Finally, a specific company is cited, which oversees numerous farms and is in the process of planning for improved seed performance, with an emphasis on one particular type of crop. The overall plan encapsulates generating strategies to increase the income of those involved in these farming initiatives.",Advancements in agricultural techniques and strategies aim to enhance farmer income through innovative solutions and meticulous planning.,"Agro Pharma Producer Company, one-key yellow trays, insect attraction, farming income increase, field expansion, millets cultivation, profit optimization, rural farming, tax implications, seed performance"
"Krishi 
  Jagran",कंटोला/कर्टूला/ककोड़ा की खेती कर लाखों कमाएं किसान | Kantola ki kheti | Spiny Gourd #agriculture,https://www.youtube.com/watch?v=cmy4zpD81sw,cmy4zpD81sw,cmy4zpD81sw.mp3,hindi,"Cultivating certain crops can lead to significant financial gains within a relatively short period. A farmer, by growing Kakoda on a three-acre plot, managed to make a profit of nine lakh rupees within just three months. Kakoda, aside from its economic value, also has a long-term yield potential, with the possibility of producing fruit for a duration of 8-10 years. Consuming this crop can offer health benefits, as it has been associated with the alleviation of various ailments, including phlegm, cough, headache, stomach infections, and hair loss. Nutritional comparisons highlight that Kakoda vegetables contain fifty times more strength and protein than meat. This is attributed to the phytochemicals in the vegetable, which are recognized for their health benefits. Farmers cultivating Kakoda can expect to receive a minimum income of 90 to 100 rupees for fallow.","Cultivating Kakoda can yield significant profits and health benefits, offering long-term crop viability and medicinal properties.","Kakoda, Kartula, crops, cultivation, profit, three months, health benefits, diseases, phytochemicals, protein."
"Krishi 
  Jagran",Peanut Farming : जानिए ! खरीफ और जायद में मूंगफली की खेती क्यों की जाती है। Groundnut Cultivation,https://www.youtube.com/watch?v=c3_psB3Zvng,c3_psB3Zvng,c3_psB3Zvng.mp3,hindi,"Groundnuts are an oilseed crop suitable for cultivation during the Kharif and Jayat seasons. With the ongoing Kharif season, farmers are encouraged to plant groundnuts to achieve higher production. Groundnut cultivation spans a significant area, and there has been a notable shift among farmers towards adopting groundnut farming. Agricultural scientists recommend that farmers cultivate groundnuts in regions with low waterlogged brinier, along with loamy, clayey, and red soils to maximize yield.
  
  To prepare for groundnut cultivation, using a soil turning plough or similar equipment is advised. Selecting unshelled varieties that mature quickly and have high yield potential is important. Some of the specific groundnut varieties suggested are TG-47A, Divya, Mallika, HNG-123, and Nitya. Seed rates should be maintained between 60 to 80 kilograms per hectare.
  
  Moreover, the application of fertilizers should be done judiciously, based on soil tests to ensure appropriate nutrient management. Sowing of groundnuts can be carried out in the month of July. Farmers and those interested in groundnut cultivation are encouraged to share their experiences and engage with this information.",Enhanced groundnut cultivation methods offer improved yield potential and profitability for farmers during the Kharif season.,"groundnuts, cultivation, Bundel Khand, Kharif season, oilseed crops, agricultural scientists, soil preparation, varieties, sowing, fertilizers"
"Krishi 
  Jagran","Potato Farming: राजस्थान के बाड़मेर में पहली बार उगाया आलू, McCain कंपनी ने दिया किसान को बड़ा ऑर्डर",https://www.youtube.com/watch?v=pHj91r3tM8o,pHj91r3tM8o,pHj91r3tM8o.mp3,hindi,"A farmer successfully cultivated a potato crop on a 200-acre piece of land, with potatoes planted on 65 Viga of this land. This marked the first instance of potatoes being grown in a particular region. The choice to grow potatoes was influenced by familial connections in a state where potato farming is common. The idea took root when visitors from the farmer's family wanted to grow potatoes but were unable to due to systemic issues. Potato prices were notably low in 2020, causing significant losses to farmers.
  
  Collaborating with a friend from a farming venture, the farmer explored agricultural possibilities on local land and water resources. This collaboration led to a contract farming agreement with a company with intentions to use the harvested potatoes to make French fries, a venture undertaken for the first time in that region.
  
  Potato cultivation started on November 25, and by March, a full crop was harvested. The success of this operation has attracted other local farmers interested in potato cultivation. Plans are afoot to scale up production in two other districts and to introduce innovative farming practices. Besides potato cultivation, there is also an initiative to grow millet on the remaining land.
  
  Training was provided to local women, who formed the workforce for the potato fields, learning necessary farming skills within two hours. The quantity of potatoes sown was 33,500 kg, with the expectation of a harvest that could potentially yield ten times what was sown.
  
  The initiative inspired local farmers to utilize barren and vacant land, employing technical skills, thereby contributing to food security. The agricultural experimentation has also drawn attention from individuals outside of the area, impressed by the pioneering potato crop in the region.",First-time successful potato cultivation for French fries transforms agricultural practice and inspires regional farmers towards innovative entrepreneurship and food security.,"potato cultivation, Barmer district, Rajasthan, agriculture innovation, Zeta Farms, McCain contract, French fries crop, millet farming, women training, food security"
"Krishi 
  Jagran",Matar की खेती से क्या है लाभ और कौनसा समय है बुवाई के लिए उत्तम | Pea Farming | Atul Tripathi,https://www.youtube.com/watch?v=8ny_AkCZ-aI,8ny_AkCZ-aI,8ny_AkCZ-aI.mp3,hindi,"Agate peas are a crop suitable for new farmers considering pea cultivation. Early pea crop varieties include Kasi Ude, Kasi Nandini, and DDR, with DDR being related to Kasi Ude. The variety termed vegetable pea is actually Kasi Nandini, which is a green pea variant. Typically, peas are harvested around 65 days after planting, but the pods are ready by about day 50. Kasi Nandini is recommended for early crop cultivation because it allows for harvesting at 65 days post-planting and offers a considerable yield.
  
  Kasi Nandini peas show promising results with substantial pod production visible by the 50th day of growth, and the pods are large in size. This variety is known for good 'farao', a term likely referring to the abundance or quality of pods. It stands out for its lack of mixing or unwanted variants in the crop field.
  
  When it comes to productivity, a 55-acre field solely planted with this pea variety has been observed to have uniform flowering, resulting in a unified production timeline across the field. The expected yield in a Ã¢â‚¬Ëœfallen conditionÃ¢â‚¬â„¢ Ã¢â‚¬â€œ possibly referring to non-ideal circumstances Ã¢â‚¬â€œ is about seven quintals (1 quintal = 100 kg) per acre.
  
  A farmer specifically dedicates approximately 30 acres exclusively for the cultivation of Kasi Nandini peas, indicating a focused approach on this crop and suggesting its significance for that farmer's agricultural practices.",The text centers on discussing the cultivation process and advantages of certain varieties of early crop peas for farmers.,"Agate peas, cultivation, early crop, Kasi Ude, Kasi Nandini, DDR, harvesting, 65 days, production, seven quintals"
"Krishi 
  Jagran",धान फसल के बाद ऐसे करें जैविक खेती !Paddy farming!paddyfarming process!who to paddy organic farming!,https://www.youtube.com/watch?v=EHbHiJo3i-o,EHbHiJo3i-o,EHbHiJo3i-o.mp3,hindi,"In a field, a yearly paddy crop is harvested using a paddy reaper, which cuts the plant but leaves the stalk, or spade, in place. The cut paddy stalks, known as residue, are then spread evenly across the field. This agricultural practice involves incorporating the residue back into the soil as organic matter for enhancement of soil fertility. Following this process, preparations are made for the planting of Boro paddy. A farmer engaged in this method has explained that this is the usual practice following the use of the reaper. The conversation partly covers the diverse types of crops grown in the area, including mustard, sunflower, potatoes, and okra. The discussion also touches upon the different seasons and timings for crop sowing, particularly noting that despite being the bad season, the current crop under discussion is grown annually. The information is also meant to be translated for educational purposes, aiming to benefit other farmers by sharing knowledge of farming practices. The process emphasizes the importance of crop residue management and its role in sustainable agriculture by enhancing soil organic content.",Utilizing post-harvest crop residue to enrich soil for future cultivation.,"paddy crop, Assam, paddy reaper, stalk, Boro paddy, sowing, organic matter, farming practices, crop residue, yearly crop"
"Krishi 
  Jagran",Potato Cultivation: आलू के पत्तियों में लगें दाग रोग को ऐसे रोके.,https://www.youtube.com/watch?v=J7-4_I3ievI,J7-4_I3ievI,J7-4_I3ievI.mp3,hindi,"Potato crops in India face a major leaf disease known as Rare Blight, characterized by dark dwarf or black stains on the leaves. These stains tend to expand over time. Management of the disease includes the use of disease-free seeds and the cultivation of resistant potato varieties. Prompt removal of infected plants and leaves is crucial for controlling the spread of the disease. In severe cases, the application of insecticides may be necessary to manage the infestation.","Managing potato blight involves using disease-resistant varieties, employing disease-free seeds, and promptly removing affected foliage.","potato crop, India, stain disease, Rare Blight, leaf disease, potato plants, dark dwarf stains, disease-free seeds, resistant varieties, insecticides"
"Krishi 
  Jagran","Apple Farming in India | सेब की खेती |
 Apple High Density Plant | Intercropping",https://www.youtube.com/watch?v=gWslF9A9Awk,gWslF9A9Awk,gWslF9A9Awk.mp3,hindi,"High-density apple plantations are being adopted in Himalayan regions, with farmers experiencing bountiful apple crops. The apple trees in these orchards exhibit full color strains, resulting in apples that not only have a good color but also a gleaming appearance. While there have been some issues identified in the orchard, the overall maintenance has been commendable, leading to the orchard being heavily laden with fruit. The apples from the hill varieties specifically have a notable glow, indicating the quality and health of the produce.
  
  In addition to apple cultivation, farming of peas is also taking place. However, it's important to note that the tools used for pea cultivation are different and should not be employed for apple orchards. There exists a specific tool that all farmers have access to for different types of crop cultivation. For instance, there is a particular tool designed for sewing, which involves working with the soil. This tool is named 'sati,' and it has applications beyond just pea farming. In essence, using the correct tools for appropriate types of agricultural activities is emphasized, and this guidance is directed towards all farmers in the region to aid in their cultivation practices.","Emphasizing the vibrancy and productivity of high-density apple orchards, along with a mention of effective cultivation tools and practices.","high-density apple plantation, Himalayan areas, orchard, full color strains, glitter fruits, cultivation of peas, farming tool, soil health, crop maintenance, hill variety apples"
"Krishi 
  Jagran",करें कम खर्च में ज़्यादा फसलों की खेती और कमाएं बम्पर मुनाफा | Shobha Ram #farmerthejournalist #ftj,https://www.youtube.com/watch?v=_0NuLERN5I4,_0NuLERN5I4,_0NuLERN5I4.mp3,hindi,"Agricultural techniques enable farmers to cultivate multiple crops in one field, potentially reducing costs. In the described method, potatoes and peas are intercropped with sugarcane. The peas, grown alongside sugarcane, benefit from the shade and support of the taller plants. This relationship prevents grass growth and creates a symbiotic environment where peas thrive without competing with sugarcane.
  
  Potatoes are planted on either side of the sugarcane, with a specific focus on using fertilizers that contain potash, urea, and sulfur to enrich the soil. Additionally, other treatments such as Maiko king and zyme may be applied to the crops. Regular crop maintenance includes cutting the leaves to increase the tiller count in sugarcane plants.
  
  The potatoes are irrigated with moisture control to prevent overwatering, relying on soil dampness rather than direct watering. Sugarcane cultivation aims for high tiller production, with a goal of having ten to eleven canes per plant. These practices involve using minimal seed quantities while expecting substantial crop yields.
  
  The field management embraces a dry irrigation system, leading to three crops - brinjal (eggplant), potato, and sugarcane - sharing one watering scheme. This integrated approach to managing water underscores the efficiency of resources used.
  
  The significance of such agricultural practices lies in the potential for increased profitability due to lowered expenses and effective resource utilization. This knowledge is being disseminated through the medium of video content, which serves as an educational platform for farmers seeking to optimize their agricultural practices for better yield and cost savings.",Efficient agricultural practices for increased crop yield and cost reduction are showcased.,"multicropping, four crops, field management, reduced expenditure, potato, green peas, sugarcane, crop yield, fertilizers, sustainable farming practices"
"Krishi 
  Jagran",Hydroponic Farming: जानिये कैसे बिना मिट्टी के भी कर सकते है खेती । Organic Farming | Kisan,https://www.youtube.com/watch?v=U1noxjOMYSY&t=11s,U1noxjOMYSY,U1noxjOMYSY.mp3,hindi,"Hydroponic farming is an innovative agricultural method that allows crops to grow without soil. Instead, it utilizes alternative mediums such as sand and pebbles combined with water. The plants in a hydroponic system are typically placed in holes with their roots inside pipes filled with nutrient-enriched water. This technique is suitable for a variety of small plant crops, including vegetables like capsicum, peas, chillies, and root vegetables such as carrots, turnips, radishes, and potatoes. It is also used for fruits like strawberries, blackberries, blueberries, tarbus, cantaloupe, and pineapple, as well as herbs like basil and celery.
  
  One of the benefits of hydroponic farming is the reduced need for climate control, with the method thriving in temperatures ranging from 15 to 30 degrees Celsius and humidity levels of 80 to 85 percent. Additionally, hydroponic systems can substantially conserve water, saving up to 90 percent compared to traditional farming methods. 
  
  Starting a hydroponic farm in a 100 square meter area may require an investment of approximately 50,000 to 60,000 rupees. The technique also offers protection against various environmental factors, as the plants are not affected by weather conditions, animals, or other biotic and abiotic factors. This farming method can be practiced in small spaces, making it an effective solution for urban or space-limited environments.","Hydroponic farming enables soil-free cultivation, saving water and allowing for control over the growing environment.","hydroponic farming, soilless cultivation, sand, pebbles, water, temperature, humidity, nutrient solution, small plant crops, water conservation"
Pathfinder by Unacademy,"L11: Sustainable Agriculture, Organic Farming, Biofertilizer, Vermicomposting |Kinjal Choudhary",https://www.youtube.com/watch?v=QxK4YbPrWXk&amp;list=PL3PuCslSVB8tgJNr0kVAODvFN0ncbQVNG&amp;index=12,QxK4YbPrWXk,output_data/audio_files/QxK4YbPrWXk.mp3,hindi,"Pathfinder offers an agriculture class focusing on sustainable agriculture and organic farming, which is a form of sustainable agriculture. The course addresses bio-fertilizers, vermi-composting, and integrates information through a Telegram channel.
 
 Sustainable development aims to meet current needs without compromising future generations. Sustainable agriculture seeks to satisfy present food requirements while protecting future resource availability by utilizing renewable resources, maintaining soil health, and conserving wildlife and forests.
 
 Sustainable agriculture incorporates more than just organic farming; it involves enhancing organic fertilizers, biological procedures, pest control, and integrated nutrient management. It involves efficient irrigation, crop rotation, water-efficient crops, soil conservation, and sustainable practices in farming and fishing to prevent soil erosion, overgrazing, overfishing, and biodiversity loss.
 
 Organic farming avoids synthetic inputs like fertilizers, pesticides, hormones, and feed additives. It emphasizes crop rotation, waste management, and integrated nutrient and pest management.
 
 Vermi-composting produces compost that adds micro-nutrients to the soil and boosts its water retention capacity. Bio-fertilizers, which include varieties such as Pseudomonas, Aspergillus, and Bacillus, are useful in crops like paddy, pulses, vegetables, and coconuts.
 
 Additional classes at 6 PM and 8 PM offer practice in current affairs through multiple-choice questions. There's also an ultimate prelims series comprising 56 tests, with 40 general studies tests and 16 civil services aptitude tests, to help participants prepare for exams.","Sustainable agriculture focuses on fulfilling current needs without compromising future resources, incorporating practices such as organic farming, efficient water use, soil conservation, and bio-fertilizers.","sustainable agriculture, organic farming, bio-fertilizers, vermi-composting, renewable resources, soil health, irrigation efficiency, crop rotation, water-efficient crops, integrated nutrient management"
